"Group","PPH","Direct %","Indirect %","Gap %"
" -> 2026-05-04 -> Jada Tingley -> Lot Attendant -> Nyomi Walker","93","67.24%","20.68%","12.08%"
" -> 2026-05-04 -> Jada Tingley -> Lot Attendant -> Nyomi Walker -> 2026-05-04","89","76.48%","15.90%","7.62%"
" -> 2026-05-04 -> Jada Tingley -> Lot Attendant -> Nyomi Walker -> 2026-05-05","100","62.61%","24.03%","13.35%"
" -> 2026-05-04 -> Jada Tingley -> Lot Attendant -> Nyomi Walker -> 2026-05-06","90","66.04%","16.99%","16.96%"
" -> 2026-05-04 -> Jada Tingley -> Lot Attendant -> Nyomi Walker -> 2026-05-07","95","65.61%","24.62%","9.78%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator","120","17.24%","78.72%","4.04%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> David Baldwin","0","0.00%","99.60%","0.40%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> David Baldwin -> 2026-05-05","0","0.00%","99.64%","0.36%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> David Baldwin -> 2026-05-06","0","0.00%","99.75%","0.25%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> David Baldwin -> 2026-05-07","0","0.00%","99.42%","0.58%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> James Baysinger Jr","119","48.01%","42.52%","9.48%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> James Baysinger Jr -> 2026-05-04","181","9.14%","89.37%","1.49%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> James Baysinger Jr -> 2026-05-05","97","69.35%","14.06%","16.59%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> James Baysinger Jr -> 2026-05-06","131","30.24%","59.86%","9.90%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> James Baysinger Jr -> 2026-05-07","126","84.03%","5.98%","9.98%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> Joshua Hillman","166","0.90%","97.59%","1.51%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> Joshua Hillman -> 2026-05-04","0","0.00%","97.22%","2.78%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> Joshua Hillman -> 2026-05-05","0","0.00%","98.90%","1.10%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> Joshua Hillman -> 2026-05-06","226","2.10%","97.06%","0.84%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> Joshua Hillman -> 2026-05-07","0","0.00%","99.51%","0.49%"
" -> 2026-05-04 -> Jada Tingley -> Safety Coordinator -> Joshua Hillman -> 2026-05-10","137","3.75%","93.94%","2.30%"
" -> 2026-05-04 -> Jarod Laney","108","56.78%","33.82%","8.18%"
" -> 2026-05-04 -> Jarod Laney -> Load Out","105","64.77%","23.76%","9.47%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Derek  Polanco","116","74.94%","16.04%","9.02%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Derek  Polanco -> 2026-05-08","132","71.31%","17.08%","11.61%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Derek  Polanco -> 2026-05-09","113","75.14%","18.05%","6.81%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Derek  Polanco -> 2026-05-10","103","78.49%","12.90%","8.62%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Jude Ramirez","109","40.16%","56.75%","3.09%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Jude Ramirez -> 2026-05-09","107","61.60%","35.22%","3.19%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Jude Ramirez -> 2026-05-10","117","12.69%","84.35%","2.97%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Kaiden Benny-Ray","97","60.40%","27.24%","12.36%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Kaiden Benny-Ray -> 2026-05-05","102","92.72%","0.00%","7.28%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Kaiden Benny-Ray -> 2026-05-06","109","94.14%","0.00%","5.86%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Kaiden Benny-Ray -> 2026-05-08","93","51.25%","44.67%","4.08%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Kaiden Benny-Ray -> 2026-05-09","87","42.27%","40.89%","16.84%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Kaiden Benny-Ray -> 2026-05-10","95","62.41%","16.33%","21.25%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Matthew Noriega","103","78.17%","14.46%","7.36%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Matthew Noriega -> 2026-05-08","102","76.95%","15.89%","7.16%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Matthew Noriega -> 2026-05-09","106","75.38%","18.38%","6.24%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Matthew Noriega -> 2026-05-10","100","82.69%","8.45%","8.85%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Megan Palmer","82","39.30%","31.72%","9.19%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Megan Palmer -> 2026-05-08","92","42.54%","50.06%","7.40%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Megan Palmer -> 2026-05-09","77","18.44%","14.68%","7.68%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Megan Palmer -> 2026-05-10","76","57.18%","30.25%","12.57%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Michael Mooyman","109","55.55%","37.04%","7.41%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Michael Mooyman -> 2026-05-07","101","89.46%","0.00%","10.54%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Michael Mooyman -> 2026-05-08","105","50.55%","42.39%","7.06%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Michael Mooyman -> 2026-05-09","116","25.89%","69.43%","4.69%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Michael Mooyman -> 2026-05-10","116","68.28%","23.29%","8.43%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Nandi Tom","95","72.93%","14.68%","12.40%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Nandi Tom -> 2026-05-08","110","73.64%","12.10%","14.26%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Nandi Tom -> 2026-05-09","90","73.97%","19.03%","7.00%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Nandi Tom -> 2026-05-10","85","71.10%","12.69%","16.21%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Roger Snyder","115","79.31%","12.06%","8.63%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Roger Snyder -> 2026-05-08","127","79.13%","14.62%","6.25%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Roger Snyder -> 2026-05-09","109","78.44%","11.79%","9.77%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Roger Snyder -> 2026-05-10","108","80.38%","9.74%","9.88%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Taylor Bottolfson","99","68.54%","17.15%","14.31%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Taylor Bottolfson -> 2026-05-08","96","63.32%","25.99%","10.69%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Taylor Bottolfson -> 2026-05-09","104","73.73%","13.13%","13.14%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Taylor Bottolfson -> 2026-05-10","97","68.53%","12.41%","19.06%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Zachary Cassaro","119","76.09%","15.11%","8.81%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Zachary Cassaro -> 2026-05-08","122","79.99%","13.51%","6.50%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Zachary Cassaro -> 2026-05-09","123","67.35%","24.95%","7.71%"
" -> 2026-05-04 -> Jarod Laney -> Load Out -> Zachary Cassaro -> 2026-05-10","112","78.76%","9.17%","12.07%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant","117","72.64%","19.24%","8.12%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Anthony Moya","121","71.74%","21.43%","6.83%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Anthony Moya -> 2026-05-07","111","78.90%","14.07%","7.03%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Anthony Moya -> 2026-05-08","134","74.99%","18.56%","6.45%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Anthony Moya -> 2026-05-09","129","67.46%","24.93%","7.61%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Anthony Moya -> 2026-05-10","109","66.79%","26.96%","6.25%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Christopher Lightholder","108","73.54%","17.62%","8.84%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Christopher Lightholder -> 2026-05-08","111","75.86%","14.04%","10.10%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Christopher Lightholder -> 2026-05-09","112","75.39%","17.27%","7.35%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Christopher Lightholder -> 2026-05-10","99","69.24%","21.62%","9.14%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Cynder Martin","123","76.48%","16.08%","7.44%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Cynder Martin -> 2026-05-08","139","76.95%","15.54%","7.50%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Cynder Martin -> 2026-05-09","113","72.66%","20.39%","6.95%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Cynder Martin -> 2026-05-10","116","79.95%","12.16%","7.89%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Tarrell Seay","111","65.60%","22.89%","11.51%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Tarrell Seay -> 2026-05-05","107","59.51%","33.72%","6.77%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Tarrell Seay -> 2026-05-06","114","75.69%","5.47%","18.84%"
" -> 2026-05-04 -> Jarod Laney -> Lot Attendant -> Tarrell Seay -> 2026-05-07","110","59.30%","33.54%","7.16%"
" -> 2026-05-04 -> Jarod Laney -> Safety Coordinator","99","3.79%","92.77%","3.44%"
" -> 2026-05-04 -> Jarod Laney -> Safety Coordinator -> Cesar Gomez","117","1.03%","97.24%","1.73%"
" -> 2026-05-04 -> Jarod Laney -> Safety Coordinator -> Cesar Gomez -> 2026-05-08","147","1.46%","98.54%","0.00%"
" -> 2026-05-04 -> Jarod Laney -> Safety Coordinator -> Cesar Gomez -> 2026-05-09","77","1.59%","96.61%","1.80%"
" -> 2026-05-04 -> Jarod Laney -> Safety Coordinator -> Cesar Gomez -> 2026-05-10","0","0.00%","96.47%","3.53%"
" -> 2026-05-04 -> Jarod Laney -> Safety Coordinator -> Nathan Riley","98","13.13%","77.64%","9.23%"
" -> 2026-05-04 -> Jarod Laney -> Safety Coordinator -> Nathan Riley -> 2026-05-08","121","8.54%","91.02%","0.44%"
" -> 2026-05-04 -> Jarod Laney -> Safety Coordinator -> Nathan Riley -> 2026-05-09","0","0.00%","100.00%","0.00%"
" -> 2026-05-04 -> Jarod Laney -> Safety Coordinator -> Nathan Riley -> 2026-05-10","87","44.72%","10.51%","44.77%"
" -> 2026-05-04 -> Jarod Laney -> Safety Coordinator -> Xavier Becerra Espinoza","0","0.00%","98.90%","1.10%"
" -> 2026-05-04 -> Jarod Laney -> Safety Coordinator -> Xavier Becerra Espinoza -> 2026-05-08","0","0.00%","100.00%","0.00%"
" -> 2026-05-04 -> Jarod Laney -> Safety Coordinator -> Xavier Becerra Espinoza -> 2026-05-09","0","0.00%","98.54%","1.46%"
" -> 2026-05-04 -> Jarod Laney -> Safety Coordinator -> Xavier Becerra Espinoza -> 2026-05-10","0","0.00%","98.26%","1.74%"
" -> 2026-05-04 -> Marisa Miranda","113","71.92%","13.11%","7.65%"
" -> 2026-05-04 -> Marisa Miranda -> Picker","113","70.77%","14.29%","7.35%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Anthony Rodriguez","105","55.17%","7.17%","4.70%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Anthony Rodriguez -> 2026-05-04","99","89.77%","0.00%","10.23%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Anthony Rodriguez -> 2026-05-05","108","59.36%","11.97%","3.65%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Anthony Rodriguez -> 2026-05-06","0","0.00%","0.52%","0.23%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Anthony Rodriguez -> 2026-05-07","108","79.34%","14.77%","5.89%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Bradley Anderson","110","70.36%","21.76%","7.88%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Bradley Anderson -> 2026-05-04","114","81.96%","11.33%","6.71%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Bradley Anderson -> 2026-05-05","112","62.67%","24.40%","12.93%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Bradley Anderson -> 2026-05-06","111","74.60%","16.67%","8.73%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Bradley Anderson -> 2026-05-07","103","61.88%","34.67%","3.45%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Brandon Jones","129","37.67%","23.06%","8.54%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Brandon Jones -> 2026-05-05","127","37.16%","35.88%","4.01%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Brandon Jones -> 2026-05-06","154","17.06%","2.53%","11.95%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Brandon Jones -> 2026-05-07","122","58.89%","31.77%","9.34%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Carter Greeson","111","12.97%","5.56%","1.99%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Carter Greeson -> 2026-05-04","0","0.00%","2.01%","0.19%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Carter Greeson -> 2026-05-05","159","6.37%","11.72%","1.12%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Carter Greeson -> 2026-05-06","132","1.99%","2.86%","0.86%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Carter Greeson -> 2026-05-07","110","4.55%","3.98%","6.37%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Carter Greeson -> 2026-05-08","104","88.86%","9.77%","1.37%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Daniel Mungole","112","71.51%","19.68%","8.81%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Daniel Mungole -> 2026-05-04","119","72.11%","19.31%","8.58%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Daniel Mungole -> 2026-05-06","123","63.40%","25.58%","11.03%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Daniel Mungole -> 2026-05-07","100","78.55%","14.51%","6.95%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Eathan Vonderahe","103","79.06%","13.65%","7.29%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Eathan Vonderahe -> 2026-05-04","109","85.48%","11.55%","2.97%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Eathan Vonderahe -> 2026-05-05","92","72.13%","19.29%","8.58%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Eathan Vonderahe -> 2026-05-06","106","85.46%","3.31%","11.22%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Eathan Vonderahe -> 2026-05-07","102","73.10%","20.38%","6.51%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jackson Abbott","108","87.62%","6.38%","6.01%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jackson Abbott -> 2026-05-04","114","95.58%","1.45%","2.97%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jackson Abbott -> 2026-05-05","109","80.97%","11.24%","7.78%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jackson Abbott -> 2026-05-06","105","87.47%","3.80%","8.73%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jackson Abbott -> 2026-05-07","98","88.84%","4.25%","6.92%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jackson Abbott -> 2026-05-09","115","80.47%","17.19%","2.34%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jeff Regnell","113","90.06%","5.33%","4.61%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jeff Regnell -> 2026-05-04","109","93.33%","0.98%","5.70%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jeff Regnell -> 2026-05-05","109","84.82%","12.06%","3.11%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jeff Regnell -> 2026-05-06","119","90.37%","3.70%","5.93%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jeff Regnell -> 2026-05-07","116","91.75%","4.55%","3.71%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jua-Deno Peterson III","100","81.88%","7.44%","10.68%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jua-Deno Peterson III -> 2026-05-04","123","88.15%","3.82%","8.03%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jua-Deno Peterson III -> 2026-05-05","100","81.06%","12.43%","6.51%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jua-Deno Peterson III -> 2026-05-06","88","77.42%","6.23%","16.35%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Jua-Deno Peterson III -> 2026-05-07","87","80.77%","7.15%","12.08%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Ledavion Powell","79","78.28%","9.43%","12.29%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Ledavion Powell -> 2026-05-04","88","87.48%","8.42%","4.10%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Ledavion Powell -> 2026-05-05","75","73.74%","6.94%","19.32%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Ledavion Powell -> 2026-05-06","76","75.06%","10.21%","14.73%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Ledavion Powell -> 2026-05-07","75","76.66%","12.23%","11.11%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Mervyn Nelson","127","79.78%","10.71%","9.51%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Mervyn Nelson -> 2026-05-04","133","82.20%","9.88%","7.92%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Mervyn Nelson -> 2026-05-05","130","78.02%","13.53%","8.44%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Mervyn Nelson -> 2026-05-06","115","78.31%","9.29%","12.40%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Peter Ziolkowski","139","80.77%","12.43%","6.80%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Peter Ziolkowski -> 2026-05-04","147","91.09%","4.46%","4.44%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Peter Ziolkowski -> 2026-05-05","140","73.67%","20.07%","6.27%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Peter Ziolkowski -> 2026-05-06","130","83.24%","11.54%","5.23%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Peter Ziolkowski -> 2026-05-07","140","74.49%","13.78%","11.74%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Rachel Alexander","94","73.00%","19.98%","7.02%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Rachel Alexander -> 2026-05-05","83","18.55%","71.48%","9.97%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Rachel Alexander -> 2026-05-06","94","91.22%","2.86%","5.91%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Rachel Alexander -> 2026-05-07","95","89.15%","4.60%","6.26%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Robert McNamee","98","83.75%","7.59%","8.66%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Robert McNamee -> 2026-05-04","97","90.11%","1.19%","8.70%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Robert McNamee -> 2026-05-05","104","78.29%","15.90%","5.81%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Robert McNamee -> 2026-05-06","97","84.22%","3.00%","12.78%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Robert McNamee -> 2026-05-07","95","80.02%","13.98%","6.00%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Ryan Clark","105","74.30%","16.83%","8.87%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Ryan Clark -> 2026-05-04","113","72.97%","19.08%","7.96%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Ryan Clark -> 2026-05-05","112","67.31%","20.00%","12.69%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Ryan Clark -> 2026-05-06","97","77.76%","13.94%","8.29%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Ryan Clark -> 2026-05-07","100","78.78%","14.46%","6.76%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Rylie Tao","105","85.20%","7.90%","6.90%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Rylie Tao -> 2026-05-04","113","86.97%","7.54%","5.49%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Rylie Tao -> 2026-05-05","111","75.83%","16.63%","7.53%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Rylie Tao -> 2026-05-06","95","83.64%","3.85%","12.51%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Rylie Tao -> 2026-05-07","106","88.21%","5.98%","5.80%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Rylie Tao -> 2026-05-08","92","95.53%","3.82%","0.65%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Trenton Terry","155","80.35%","13.16%","6.49%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Trenton Terry -> 2026-05-04","164","86.57%","1.63%","11.80%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Trenton Terry -> 2026-05-05","162","72.24%","23.92%","3.84%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Trenton Terry -> 2026-05-06","150","77.25%","16.48%","6.27%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Trenton Terry -> 2026-05-07","143","86.07%","10.51%","3.41%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Tyler James","119","71.52%","18.30%","10.17%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Tyler James -> 2026-05-04","127","76.41%","12.82%","10.77%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Tyler James -> 2026-05-05","120","52.19%","40.48%","7.34%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Tyler James -> 2026-05-06","109","76.54%","11.56%","11.90%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Tyler James -> 2026-05-07","125","71.85%","18.05%","10.11%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Tyler James -> 2026-05-08","114","86.95%","2.04%","11.01%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Tyler Morone","117","36.73%","55.52%","7.75%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Tyler Morone -> 2026-05-04","127","76.95%","9.69%","13.36%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Tyler Morone -> 2026-05-05","0","0.00%","99.59%","0.41%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Tyler Morone -> 2026-05-06","107","70.27%","12.96%","16.77%"
" -> 2026-05-04 -> Marisa Miranda -> Picker -> Tyler Morone -> 2026-05-07","0","0.00%","99.55%","0.45%"
